Store Name,Address,Location,Timings,Latitude,Longitude,Phone
Flagship Store at MG Road Pune,"Shop No 1, Ground Floor, House No 3, Survey 390/796, Mg Road, Next To Unicorn Apple Store, Pune, Maharashtra, 411001",Maharashtra,11:00 AM to 09:30 PM,,,7428891212
Vihsrantwadi,"A-411006, 94, Vishrantwadi Airport Road, Kasturba Housing Society, Near Vishrantwadi chowk, Pune, Maharashtra, 411015",Maharashtra,11:00 AM to 09:00 PM,,,8929306386
"College Road, Krishi Nagar","Shop No 1 & 2, Sai Baba Darbar Building, College Road Krishi Nagar, Near Don Bosco School, Nashik, Maharashtra, 422005",Maharashtra,11:00 AM to 09:30 PM,,,7428890187
Pachpakhadi,"Shop 1 & 2, Shiv kanchi APT Arun kumar, Vaidya Road, Near Bapat Hospital Pachpakhadi, Thane West, Maharashtra, 400602",Maharashtra,11:00 AM to 09:00 PM,,,7065045241
Vazirabad,"Guru Ganesh Heights, Shop G 1, Vazirabad, , Vazirabad, Opposite Ayurvedic College And Hospital, Nanded, Maharashtra, 431602",Maharashtra,11:00 AM to 09:30 PM,,,8929355096
Metro Junction Mall,"Ground Floor, Unit No G2, Metro Junction Mall, Shilphata Road, Netivali, Kalyan, Shilphata Road, Metro Junction Mall, Kalyan, Maharashtra, 421306",Maharashtra,11:00 AM to 09:30 PM,,,9711701499
Connaught Place,"Shop No 12, Raj Sarathi Apartment, Connaught Place, Aurangabad, Maharashtra, 431003",Maharashtra,11:00 AM to 09:30 PM,,,8929176458
Kopar Khairane,"Shop No 5 & 6, Plot No 18 & 19, Satyam Tower, Sector 20, Koper Khairane, Koperkhairane, Opposite Varishtta Hotel, Navi Mumbai, Maharashtra, 400709",Maharashtra,11:00 AM to 09:30 PM,,,8373911515
Kharghar,"Shop No 23 & 24, Plot No 20, Sector 2, Kharghar, Kharghar, Sai Swar Cooperative Housing Society, Navi Mumbai, Maharashtra, 410210",Maharashtra,11:00 AM to 09:00 PM,,,9654921510
Hingna Road,"Ground Floor, Shop No 10, Jalaram Manglam, SRP Camp, Digdoh, Hingna Road, Nagpur, Maharashtra, 440016",Maharashtra,11:00 AM to 09:00 PM,,,9718010328
"R City Mall, Ghatkopar","Shop No F67, First Floor, Lbs Marg, Amrut Nagar, R City Mall, Ghatkopar West, Mumbai, Maharashtra, 400086",Maharashtra,11:00 AM to 09:30 PM,,,7428891238
Dhanori,"Shop No 8, Palladium Grand, Dhanori Vishrantwadi Road, Dhanori, Near Goodwill Square, Pune, Maharashtra, 411015",Maharashtra,11:00 AM to 09:30 PM,,,9456349431
Hadapsar,"Shop No 2, Ground Floor, 84/1, Hadapsar, Vaibhav Chitramandir, Pune, Maharashtra, 411028",Maharashtra,11:00 AM to 09:30 PM,,,7428891240
Shagun Chowk Pimpri,"Shop 1&2, Jai Govind Plaza, Shagun Chowk, Pimpri, Shastri Nagar, Pimpri Colony, Pimpri Chinchwad, Pimpri, Shagun Chowk, Pune, Maharashtra, 411017",Maharashtra,11:00 AM to 09:30 PM,,,8929326687
"Sector 7, Airoli","Shop No G9, Shiv Shankar Plaza, , Sector 7, Airoli, Next To Domino'S Pizza, Navi Mumbai, Maharashtra, 400708",Maharashtra,11:00 AM to 09:00 PM,,,7428891243
"Sector 14, Koparkhairane","Shop No 3, Lotus Chs, Sector 14, Koparkhairane, Near D-Mart Chowk, Navi Mumbai, Maharashtra, 400709",Maharashtra,11:00 AM to 09:30 PM,,,7428890210
"Chandivali, Powai","Shop No 3, Lower Ground Floor, Wing C, Lake Primrose Commercial, Chandivali, Beside Lakme Salon, Mumbai, Maharashtra, 400076",Maharashtra,11:00 AM to 09:00 PM,,,7428891252
Ulwe,"Shop No 4, Shagun Essentia, Plot No 5, Sector 19, Ulwe, , Ulwe, Near Hdfc Bank, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:00 PM,,,7838199672
Nigdi,"Shop No 5/6, Prestige Plaza, Old Mumbai Pune Highway, Nigdi, Pune, Maharashtra, 411335",Maharashtra,11:00 AM to 09:30 PM,,,7428890218
"Flagship Store JM Road, Pune","Shop No 4, 99 Deccan Mall, Jm Road, Pune, Maharashtra, 411004",Maharashtra,11:00 AM to 09:30 PM,,,7838290571
Sangli,"Shop No 1, Shri Laxmi Chembers, Beside Rajaram Sahakari Bank Ltd, Sangli, Maharashtra, 416416",Maharashtra,11:00 AM to 09:30 PM,,,8929338687
Latur,"Shop 13, Municipal Shopping Complex, Gandhi Chowk, Gandhi Chowk, Latur, Maharashtra, 413512",Maharashtra,11:00 AM to 09:30 PM,,,8929335325
Dahisar,"Shop No 1&2, Manhar Residency, Kandarpada Circle, Opposite Hotel Majestic, Dahisar West, Mumbai, Maharashtra, 400068",Maharashtra,11:00 AM to 09:00 PM,,,8929172628
Paud Road,"Shop No 10 And 11, Anand Complex, Alkapuri Society, Paud Road, Kothrud, Opposite Kinara Hotel, Pune, Maharashtra, 411038",Maharashtra,11:00 AM to 09:30 PM,,,7428890226
Vasai,"Shop No 1, Ground Floor, Adinath Apartment, Ambadi Road, Vasai West, Opposite Gurudwara, Mumbai, Maharashtra, 401202",Maharashtra,11:00 AM to 09:00 PM,,,7428890227
Kausa Mumbra,"Shop No 15, Dost Apartment, Kausa Mumbra, Kausa, Besides Bank Of Baroda, Thane, Maharashtra, 400612",Maharashtra,11:00 AM to 09:00 PM,,,8447731483
MG Road Kandivali West,"Shop No 2 & 3 Burhani Heritage Chs Ltd, M G Road, Kandivali West, Kandivali West, Opposite Bohra Masjid, Mumbai, Maharashtra, 400067",Maharashtra,11:00 AM to 09:00 PM,,,8929261281
Badnera Road,"Shop No 16 & 17, Swastik Sankul, Badnera Road, Nawathe, Near Hp Petrol Pump, Amravati, Maharashtra, 444607",Maharashtra,11:00 AM to 09:00 PM,,,7428890230
Shivaji Chowk,"Shop No 686 & 689, Shivaji Chowk, Ulhasnagar, Maharashtra, 421003",Maharashtra,10:00 AM to 09:00 PM,,,9022277722
Mira Road,"Antariksh Height, Shop No 2, Kanakia Road, Mira Road East, Mira Road East, Opposite Kanakia Police Station, Mumbai, Maharashtra, 401107",Maharashtra,11:00 AM to 09:00 PM,,,8447705725
"Marol, Andheri East","Shop No 1, 2, Raj Apartment, Military Road, Marol, Andheri East, Opposite Raj Industrial Complex, Mumbai, Maharashtra, 400059",Maharashtra,11:00 AM to 09:00 PM,,,7428891272
Parbhani,"34-112, Gavane Road, Gavane Road, Near Hotel Niraj, Parbhani, Maharashtra, 431401",Maharashtra,11:00 AM to 09:30 PM,,,8929174412
Matte Chowk,"Plot No 75, Narayan Sadan, Atre Layout, Ring Road, Near Pratap Nagar Square, Nagpur, Maharashtra, 440022",Maharashtra,11:00 AM to 09:00 PM,,,7428890236
Goregaon West,"Shop No 4, Ashokraj Chs, S V Road, Goregaon West, Opposite Hirnen Shopping Centre, Mumbai, Maharashtra, 400062",Maharashtra,11:00 AM to 09:00 PM,,,7428891274
Varsova Kabra Metro One,"Shop No 13, Kabra Metro One, Pratap Chs Ltd, J P Road, Versova, Andheri West, Varsova, Near Versova Metro Station, Mumbai, Maharashtra, 400058",Maharashtra,11:00 AM to 09:00 PM,,,7428891288
Ambegaon,"Shop No 56, Cafeteria 3, Aston Plaza, Narhe Ambegaon Road, Near Star Market, Ambegaon Budruk, Pune, Maharashtra, 411046",Maharashtra,10:30 AM to 09:30 PM,,,2029913030
Phadke Road,"Shop No 7A, 8-9, Janki Hari Chs, Phadke Road, Dombivli East, Pendse Road, Thane, Maharashtra, 421201",Maharashtra,11:00 AM to 09:00 PM,,,9319360887
Xperia Mall,"Shop No 1/29, First Floor, Dombivali East, Dombivali East, Opposite Lodha World School, Mumbai, Maharashtra, 421204",Maharashtra,11:00 AM to 09:30 PM,,,7428891284
Salunkhe Vihar,"Unity Splendour Building, Salunkhe Vihar Road, Borade Nagar, Wanwadi, Salunkhe Vihar, Opposite Bank Of Maharashtra, Pune, Maharashtra, 411040",Maharashtra,11:00 AM to 09:30 PM,,,8929167669
Kondhwa Khurd,"Shop No 6, Building A3, Sarvoday Chs, Nibm Road, Kondhwa Khurd, Near Kubera Garden, Pune, Maharashtra, 411048",Maharashtra,11:00 AM to 09:30 PM,,,7428890248
Mumbai Central,"15, Ground Floor, B Wing, Santoshi Mata Chs, Dr Dadasaheb Bhadkamkar Marg, Santoshi Mata Chs, Near Saraswat Bank, Mumbai, Maharashtra, 400008",Maharashtra,11:00 AM to 09:00 PM,,,7428891037
Growel Mall,"G 5A, Ground Floor, Akurli Road, Kandivali East, Growel Mall, Mumbai, Maharashtra, 400101",Maharashtra,11:00 AM to 09:30 PM,,,7428891291
Nitin Company,"Nitin Company, Shop No 15 & 16, Prestige Garden, Almeda Raod, Ganeshwadi, Ganeshwadi, Thane, Maharashtra, 400602",Maharashtra,11:00 AM to 09:00 PM,,,9873101538
"Inorbit Mall, Vashi","Shop No F12, First Floor, Inorbit Mall, Vashi, Next To Vashi Station, Navi Mumbai, Maharashtra, 400705",Maharashtra,11:00 AM to 09:30 PM,,,7428891298
"Domestic Terminal 2, Mumbai Airport","Chhatrapati Shivaji International Airport, Vile Parle East, Domestic Terminal 2, Second Shop On Left After Security Check, Mumbai, Maharashtra, 400099",Maharashtra,11:00 AM to 10:00 PM,,,7428891299
"Infiniti Mall, Malad","Shop No 18, Lower Ground Floor, Link Road, Malad West, Infiniti Mall, Malad, Opposite Iphone Store, Mumbai, Maharashtra, 400064",Maharashtra,11:00 AM to 09:30 PM,,,7428891300
Panchsheel Square,"Shop No 4 & 5, Rajkamal Complex, Dhantoli, Dhantoli, Near Panchsheel Square, Nagpur, Maharashtra, 440012",Maharashtra,11:00 AM to 09:00 PM,,,8929310929
Seawoods,"Shop No 61 & 62, Shelter Arcade, Seawoods Sector 42, Seawoods Sector 42, Navi Mumbai, Maharashtra, 400706",Maharashtra,11:00 AM to 09:00 PM,,,7303560561
"Oriana Crest, Wakad","Shop No 3, Oriana Crest, Datta Mandir Road, Postal Colony, Wakad, Wakad, Opp Vitalife, Pune, Maharashtra, 411057",Maharashtra,11:00 AM to 09:30 PM,,,7303546547
"Prozone Mall, Aurangabad","P 80, Prozone Mall, Unit No G 53, Midc Api Road, Chilkalthana, Near Mcdonalds, Aurangabad, Maharashtra, 431210",Maharashtra,11:00 AM to 09:30 PM,,,7428891313
Satara Road,"Shop No E2/E3, Manali Arcade, Satara Road, Parvati, Besides Dmart, Pune, Maharashtra, 411009",Maharashtra,11:00 AM to 09:30 PM,,,7428891324
City Centre Mall,"Mfs 8 B, Lower Ground Floor, , Untwadi Road, City Centre Mall, Nashik, Maharashtra, 422022",Maharashtra,11:00 AM to 09:30 PM,,,7428891325
Ratnagiri,"Shop No 2 Cs, No 625, Kala Exuberance, Ambekarwadi, Near Shivaji Nagar Bus Stop, Ratnagiri, Maharashtra, 415639",Maharashtra,11:00 AM to 09:30 PM,,,8447845642
Mira Road,"Shop No 6, 7 & 001, Building No 61/62, Sector 1, Shanti Nagar, Mira Road East, Near Station Road, Mumbai, Maharashtra, 401107",Maharashtra,11:00 AM to 09:00 PM,,,7428891332
Sector 9 Ghansoli,"Shop No 10, Trishul Gold Coast, Plot No 13, 14/15, Sector 9, Ghansoli, Navi Mumbai, Maharashtra, 400701",Maharashtra,11:00 AM to 09:30 PM,,,8929289728
Gupte Road Dombivali West,"Shop No A2, Channur Bhavan Royal Chemist, Vishnu Nagar, Navi Dombivali Gupte Road, Dombivali West, Mumbai, Maharashtra, 421202",Maharashtra,11:00 AM to 09:00 PM,,,9711602948
Pimple Saudagar,"Shop No 3, Kingstone Avenue, Pimple Saudagar, Samrat Nagar, Opposite Govind Garden, Pune, Maharashtra, 411027",Maharashtra,11:00 AM to 09:30 PM,,,7428891334
Nala Sopara,"Shop No 57,58,59 & 60, Shanti Life Space, Sector Iv, Building No 5, Yashwant Viva Township, New Alkapuri, Link Road, Nalasopara East, Nalasopara East, Welness Forever Medical Shop, Palghar, Maharashtr",Maharashtra,11:00 AM to 09:00 PM,,,9319361051
Kamothe,"Shop No 3, Ambe Sharddha, Chs Main Road Sector-34, Kamothe, Kamothe, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:30 PM,,,9821311593
Virar,"Shop No 8,9,10,, Evershine Homes Avenue, Global City, Evershine Homes Avenue, Opposite Agarwal Complex, Virar, Maharashtra, 401303",Maharashtra,11:00 AM to 09:00 PM,,,8929766192
Usmanpura,"Shop Number 5, Ventigo Complex, Usmanpura, Opposite Bank Of Baroda, Aurangabad, Maharashtra, 431005",Maharashtra,11:00 AM to 09:30 PM,,,8376801264
Chandrapur,"Below Punjab National Bank, Main Road, Jatpura Gate, Jatpura Gate, Chandrapur, Maharashtra, 442402",Maharashtra,11:00 AM to 09:00 PM,,,8447805284
Maxus Mall Bhayandar,"Shop No G17/A, Maxus Mall, Plot No 677, Temba Hospital Road, Bhayandar, Maxus Mall, Thane, Maharashtra, 401105",Maharashtra,11:00 AM to 09:30 PM,,,8447934583
Korum Mall,"Shop No F/14, Korum Mall, Mangal Pandey Road, Next To Nitin Company, Thane, Maharashtra, 400606",Maharashtra,11:00 AM to 09:30 PM,,,7428891347
Phoenix Market City Mall,"Shop No 61A, Second Floor, Phoenix Market City Mall, Viman Nagar, Viman Nagar, Near Mcdonalds, Pune, Maharashtra, 411014",Maharashtra,11:00 AM to 09:30 PM,,,7428891309
"Phoenix Market City Mall, Kurla","Shop No F5, First Floor, Lbs Marg, Phoenix Market City Mall, Kurla West, Mumbai, Maharashtra, 400070",Maharashtra,11:00 AM to 09:30 PM,,,7428891011
Kachore Goan Kalyan,"Shop No 7 & 8, Shivom Galaxy, Pisavli Village, Nandivali, Kachore Goan, Kachore Goan, Near Amaya Hospital, Kalyan, Maharashtra, 421306",Maharashtra,11:00 AM to 09:00 PM,,,8447941928
Yavatmal,"Shop No 8, Westend Mall, State Bank Chowk, Dhamangaon Road, Sbi Square, Westend Mall, Yavatmal, Maharashtra, 445001",Maharashtra,11:00 AM to 09:00 PM,,,9654014645
Aundh,"Shop No 2, First Floor, Westend Center 3, Nagras Road, Aundh, Opposite Westend Riverview Apartments, Pune, Maharashtra, 411007",Maharashtra,11:00 AM to 09:30 PM,,,7428891032
Kandivali East,"Shop No 44, Centrium, Lokhandwala Township, Kandivali East, Near Centrium Mall, Mumbai, Maharashtra, 400101",Maharashtra,11:00 AM to 09:00 PM,,,7428891353
Karanjade Panvel,"Shop No 21&22, Sai Vrindavan Chs, Plot No 164, Sector 4, Karanjade, Panvel, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:30 PM,,,9667044045
Kasarvadavali,"Shop No 10 & 11, Ground Floor, Kasar Vadavali Village, Thane, Maharashtra, 400615",Maharashtra,11:00 AM to 09:30 PM,,,8652819283
Viman Nagar,"Shop No 4, Alfa Premio, Plot No 71, Village Lohegoan, Viman Nagar, Opposite Khalsa Dairy, Pune, Maharashtra, 411014",Maharashtra,11:00 AM to 09:30 PM,,,7428891357
Akola,"Necklace Road, Ratanlal Plot, Necklace Road, Next To Ekta Jwellers, Akola, Maharashtra, 444001",Maharashtra,11:00 AM to 09:00 PM,,,8929335926
Andheri West,"Shop No 2, Shiv Ashish Chs, Irla Bridge, Sv Road, Andheri West, Near Bharat Petroleum, Mumbai, Maharashtra, 400058",Maharashtra,11:00 AM to 09:00 PM,,,7428891052
"Sector 17, Vashi","Shop No 2, Ground Floor, Ashiana, Plot No 15, Vashi, Sunflower Road, Mumbai, Maharashtra, 400703",Maharashtra,11:00 AM to 09:00 PM,,,7428891053
Nexus Seawoods,"Unit No Ff 53/54 , First Floor, Sector 40, Nexus Seawoods, Opposite Pantaloons, Navi Mumbai, Maharashtra, 400706",Maharashtra,11:00 AM to 10:00 PM,,,7428891364
Nerul,"Shop No 7 & 8, Shankar Thakur Sadan, Plot No 22 & 23, Nerul, Nerul West, Near Cake Factory, Navi Mumbai, Maharashtra, 400706",Maharashtra,11:00 AM to 09:00 PM,,,8929330320
Thane West,"Shop No G/13, Niharika Shopping Center, Gladys Alvares Road, Pokhran 2, Thane West, Opposite Lok Puram School, Mumbai, Maharashtra, 400610",Maharashtra,11:00 AM to 09:00 PM,,,7428891056
Westend Mall,"Shop No 22A, Upper Ground Floor, Near Parihar Chowk, Aundh, Westend Mall, Next To Jockey, Pune, Maharashtra, 411007",Maharashtra,11:00 AM to 09:30 PM,,,7428891369
Bail Bazar,"Shop No 16, Aum Supreme, Plot No 4 To 9, Bail Bazaar, Bail Bazar, Next To D-Mart, Kalyan, Maharashtra, 421301",Maharashtra,11:00 AM to 09:00 PM,,,9818771621
Hinjewadi,"Shop No 6/12A, Mulshi Road, Phase 1, Sector 6, Hinjewadi, Near Shell Petrol Pump, Pune, Maharashtra, 411057",Maharashtra,11:00 AM to 09:30 PM,,,7428891371
Borivali West,"Shop No 3, Sai Leela Chs, SV Road, Borivali West, Mumbai, Maharashtra, 400092",Maharashtra,11:00 AM to 09:30 PM,,,7428891062
Tilak Road,"Nikhil Pride, 2040/1/2, Sadashiv Peth, Tilak Road, Tilak Road, Near Abhinav College, Pune, Maharashtra, 411030",Maharashtra,11:00 AM to 09:30 PM,,,7428890173
Borivali,"Shop No 2&3, Ground Floor, Geetanjali Apartment, Ramdas Sutrale Marg, Borivali West, Borivali West, Near Icici Bank, Mumbai, Maharashtra, 400092",Maharashtra,11:00 AM to 09:30 PM,,,9818301622
Vishal Nagar,"Shop No 5, Aishwarya Trade Center, Pimple Nilakh, Vishal Nagar, Opposite Pune Royal Hotel, Pune, Maharashtra, 411027",Maharashtra,11:00 AM to 09:30 PM,,,8447827353
Chembur,"11A, Ground Floor, Rajhans Building, Narayan Gajanan Acharya Marg, Chembur East, Opposite Chembur Railway Station, Mumbai, Maharashtra, 400071",Maharashtra,11:00 AM to 09:00 PM,,,7428891069
Kharadi,"Shop No 11, Ground Floor, Pradeep Plaza, Dhole Patil Farm Road, Kharadi, Opposite Ganga Constella, Pune, Maharashtra, 411014",Maharashtra,11:00 AM to 09:30 PM,,,7290921390
Chembur,"Shop No 2, Ganesh Bhuvan, Dk Sandu Marg, Chembur, Chembur, Opposite Icici Bank, Mumbai, Maharashtra, 400071",Maharashtra,11:00 AM to 09:00 PM,,,9667267268
Sanpada,"Shop No 3, Plot No 4/6, Seawoods Garden Chs, Sector 17, Sanpada, Sanpada, Navi Mumbai, Maharashtra, 400705",Maharashtra,11:00 AM to 09:00 PM,,,9582584546
Manewada Nagpur,"Plot No 176, Balaji Nagar, Venu Corner, Manewada Road, Manewada Road, Nagpur, Maharashtra, 440027",Maharashtra,11:00 AM to 09:00 PM,,,8929306411
Karad,"469, A1, Shanivar Peth, Talbhag, Opposite P.G Shah Petrol Pump, Karad, Maharashtra, 415110",Maharashtra,11:00 AM to 09:30 PM,,,8447912523
"Hilton, New Panvel","Shop No 14, Plot No 140, Sector 1 S, New Panvel East, Near D Mart, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:30 PM,,,8929174802
Warje,"P One, Serve No 117/1, Warje, , Warje, Near Mai Mangeshkar Hospital, Pune, Maharashtra, 411058",Maharashtra,11:00 AM to 09:30 PM,,,9910181668
Bytco Point,"Shop No 2& 3, Shravan Co-Society Ltd, Village Deolali Tal, Bytco Point, Government Colony, Bytco Point, Nashik, Maharashtra, 422101",Maharashtra,11:00 AM to 09:30 PM,,,8929227207
Malad East Mumbai,"Shop No 1 & 2, Ganesh Bhuvan, Daftary Road, Malad East, Malad East, Mumbai, Maharashtra, 400097",Maharashtra,11:00 AM to 09:00 PM,,,8929306562
Vasai,"Shop No 5, Marvel Building Broadway, Vasai East, Virar, Vasai, Opposite Carnival Cinema, Mumbai, Maharashtra, 401208",Maharashtra,11:00 AM to 09:00 PM,,,8447745125
Sutgirni Chowk,"Shop No 16, Space Olampia, Sutgirni Chowk, Aurangabad, Maharashtra, 431005",Maharashtra,11:00 AM to 09:30 PM,,,9319361995
NRI layout,"No 06, Double Road, Nri Layout, Ramamurthy Nagar, Bengaluru, Karnataka, 560016",Karnataka,10:30 AM to 09:30 PM,,,7065122333
Thammenahalli,"No 196 Mei Layout, 60Ft Main Road, Dassarahalli, Bengaluru, Karnataka, 560057",Karnataka,11:00 AM to 09:30 PM,,,8447895934
Kengeri Satellite,"Shop No 1443, First Main Road, Kengeri Satellite Town, Hoysala Circle, Bengaluru, Karnataka, 560060",Karnataka,11:00 AM to 09:30 PM,,,7428891103
Kumaraswamy Layout,"Shop No 1319, 50 Feet Main Rd, Kumaraswamy Layout, Sri Lakshmi Venkateshwara Arcade, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM,,,7428891104
Empire Mall,"UG6 & UG8, MG Road, SDM Law College, Mangaluru, Karnataka, 575003",Karnataka,10:00 AM to 09:00 PM,,,7428890010
Uttarahalli Main Road,"Shop No 9/3, Site Number 46, , Uttarahalli Main Road, Next To Vodafone Showroom, Bengaluru, Karnataka, 560061",Karnataka,11:00 AM to 09:30 PM,,,7428891105
Flagship Store at Nagarbhavi,"Shop No 1441/1309, Rajanna Complex, Jnanabharathi Main Road, Jyothi Nagar, Nagarbhavi Circle, Bengaluru, Karnataka, 560072",Karnataka,11:00 AM to 09:30 PM,,,7428891106
Flagship Store Koramangala,"Shop No 116, Ground Floor, Khb Colony, 7Th Block, 80 Feet Road, 80 Ft Road, Koramangala, Opposite Hangover Brewery, Bengaluru, Karnataka, 560034",Karnataka,11:00 AM to 09:30 PM,,,8130384141
Mandya,"Ground Floor, Madhu Vachar Complex, Ashok Nagar, Opposite Mandya Railway Station, Mandya, Karnataka, 571401",Karnataka,11:00 AM to 09:00 PM,,,9821080315
Jalanagar,"Sno 890, 891, Plot No 294, Jalanagar, Near S R Colony Vijaypur, Bijapur, Karnataka, 586109",Karnataka,11:00 AM to 09:00 PM,,,8376801547
Banashankari,"Mamatha Complex, 80 Feet Road, Nagendra Block, Banashankari 1St Stage, Bengaluru, Karnataka, 560085",Karnataka,11:00 AM to 09:30 PM,,,7428890028
Court Road Gulbarga,"Shop No-19, 1St‚ Floor, Venkateshwara Marata Shetty, Kalaburgi, , Gulbarga Court Road, Near Forest Office, Gulbarga, Karnataka, 585102",Karnataka,11:00 AM to 09:00 PM,,,9319368896
HSR Layout,"Shop No 13, Pwd Quarters, 27Th Main, Agara, Sector 1, Hsr Layout, Next To Al-Daaz Hotel, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM,,,7428890041
Sirsi,"Ground Floor, 247/A, Brs Arcade, Hospet Road, Uttara Kannada, Sirsi, Karnataka, 581402, Ground Floor, 247/A, Brs Arcade, Hospet Road, Uttara Kannada, Uttara Kannada, Sirsi, Karnataka, 581402",Karnataka,11:00 AM to 09:00 PM,,,9311773738
Rajaji Nagar 19th Main Road,"Ground‚ Floor No 50/2, 19Th Main Road, 1St Block, Rajaji Nagar, Bengaluru, Karnataka, 560010",Karnataka,11:00 AM to 09:30 PM,,,7065038241
"4th block, Jayanagar","Shravanee Bilss Municipal No 654/66, 11Th Main, 4Th Block, Jayanagar, Bengaluru, Karnataka, 560011",Karnataka,11:00 AM to 09:30 PM,,,84479 31951
Konena Agrahara,"Shop No 89/1, Ground Floor A M Plaza, Hal Old Airport Road, Konena Agrahara, Rajeshwari Theatre, Bengaluru, Karnataka, 560017",Karnataka,11:00 AM to 09:30 PM,,,7428891134
AECS Layout,"Shop No 302, 60 Feet Road, Kundanahalli, Aecs Layout, Near Post Office, Bengaluru, Karnataka, 560037",Karnataka,11:00 AM to 09:30 PM,,,7428891135
"Jeevan Beema Nagar, New Tippasandra","Shop No L 12, Lic Colony, Sector 11, Jeevan Beema Nagar, New Tippasandra, Opposite Nal Colony, Bengaluru, Karnataka, 560075",Karnataka,11:00 AM to 09:30 PM,,,7428891137
Chansandra,"#943, Dr Vishnuvardhan Road, Dwarakanagar, Channasandra, Rr Nagar, Chansandra, Near By Rnsit Engineering College, Bengaluru, Karnataka, 560098",Karnataka,11:00 AM to 09:30 PM,,,9319363820
Khade Bazar,"#3161, Khade Bazar Main Road, Khade Bazar, Near Maruti Mandir, Belagavi, Karnataka, 590001",Karnataka,11:00 AM to 09:00 PM,,,8447731811
Ramamurthy Nagar,"Shop No 3, Maruthi Complex, Ramamurthi Nagar Main Road, Ramamurthy Nagar, Near Ramamurthy Nagara Police Station, Bengaluru, Karnataka, 560016",Karnataka,11:00 AM to 09:30 PM,,,7428890074
Rajaji Nagar,"#179/Y Ground Floor, 12Th Main, 3Rd Block, Bashyam Circle Rajajinagar Nagar, Rajaji Nagar, 3Rd Block, Opposite To Ashirwad Supermarket, Bengaluru, Karnataka, 560010",Karnataka,11:00 AM to 09:30 PM,,,7428891138
Ullal Road,"Anjanadri Complex No 04, Ullal Main Road, Government Press Layout, Ullal Main Road, Near By Brahmashree Upahara, Bengaluru, Karnataka, 560056",Karnataka,11:00 AM to 09:30 PM,,,9319369831
Flagship Store Indiranagar,"1201, Ground Floor, Hal 2Nd Stage, Indiranagar, 100 Feet Road, Near Doopanahalli Bus Stop, Bengaluru, Karnataka, 560038",Karnataka,11:00 AM to 09:30 PM,,,7428890075
Jalahalli,"Shop No 7 & 8, Omc, Shabari Complex, Sm Road, Jalahalli, Near Ayyappa Temple, Opposite Csi Church, Bengaluru, Karnataka, 560057",Karnataka,11:00 AM to 09:30 PM,,,7428891140
Manipal,"Door No 16 122-B 5, Ground Floor, Ar Plaza, Syndicate Circle Manipal, Syndicate Circle Manipal, Manipal, Karnataka, 576104",Karnataka,11:00 AM to 09:00 PM,,,8447818933
"Jayanagar, 4th Block","Shop No 652, Esteem Kanaka Plaza, 11Th Main, 4Th Block, Jayanagar, Opposite Vijaya College, Bengaluru, Karnataka, 560011",Karnataka,11:00 AM to 09:30 PM,,,7428891152
URS Road,"Shop No 9, D Devaraja, Urs Road, Next To City Bus Stop, Mysuru, Karnataka, 570001",Karnataka,11:00 AM to 09:00 PM,,,7428890102
Maruthi Sevanagar,"No 85, Maruthi Sevanagar, Netaji Road, Kammanahalli Main Road, , Kammanahalli, Below Manappuram Finance Ltd, Bengaluru, Karnataka, 560084",Karnataka,11:00 AM to 09:30 PM,,,9319356498
Vidyaranyapura2,"#40, Narsipura Layout, Vidyaranyapura, Vidyaranyapura, Near Last Bus Stand, Bengaluru, Karnataka, 560097",Karnataka,11:00 AM to 09:00 PM,,,8929327348
Garuda Mall,"Unit No 106, First Floor, Magrath Road, Ashok Nagar, Bengaluru, Karnataka, 560025",Karnataka,11:00 AM to 09:30 PM,,,9582891429
Marenhalli Road,"1029/41, Ground Floor, R J Arcade, 9Th Block, 100 Feet Ring Road, Marenahalli Road, 9Th Block, Jayanagara, Marenahalli Road, Near Central Bank Of India, Bengaluru, Karnataka, 560041",Karnataka,11:00 AM to 09:30 PM,,,7290016070
Siddhartha Layout,"176, Gani Complex, Dr. Rajkumar Rroad, Raghavendra And Nazarbad Mohalla, Dr. Rajkumar Road, Opposite Shubodaya Hospital, Mysuru, Karnataka, 570011",Karnataka,11:00 AM to 09:00 PM,,,8929442765
Begur Main Raod,"149, Hongasandra, Begur Main Road, Hongasandra, Begur Main Raod, Bengaluru, Karnataka, 560068",Karnataka,11:00 AM to 09:30 PM,,,8587908948
Mantri Mall Malleswaram,"Lg1, Ground Floor, Mantri Square Mall, Sampige Road, Malleswaram, Bengaluru, Karnataka, 560003",Karnataka,11:00 AM to 09:30 PM,,,9718430381
Mudhol,"C S No 3132/2B And 3141/2, Ground Floor, First Main Road, Mudhol, Mudhol, Karnataka, 587313",Karnataka,11:00 AM to 09:00 PM,,,8929337327
